ACTIONDATE,ACTIONTYPE,CANDIDATEID,CONTACTID,CREATEDATE,JOBID,NOTEFIRST100CHARS,NOTEID,USERID,api_fromDate,api_toDate
2020-11-19 14:00:50.0,Text Message - Sent,10703943188778,,2020-11-19 14:00:50.0,,"let me ask <br />From Rachel Yarbrough  +15125377810 to Zach Bagot +15717219873<br />Nov 19, 2020, 1",362206427,1424008,2020-11-18,2020-11-19
2020-11-19 14:00:46.0,Text Message - Sent,8338903947582,,2020-11-19 14:00:46.0,,"Hi Sravani<br />From Terence Sanchez +17144655479 to Sravani Upputuri +15715991115<br />Nov 19, 2020",362206411,1409440,2020-11-18,2020-11-19
2020-11-19 14:00:44.0,Text Message - Sent,1627822659767,,2020-11-19 14:00:44.0,,"Hi Jonathan, we've connected with Greg and he's well aware that we need to get you back online asap.",362206405,1409440,2020-11-18,2020-11-19
2020-11-19 13:46:29.0,Text Message - Sent,4076892097916,,2020-11-19 13:46:29.0,,Bobby is going to be speakign with him tomorrow <br />From Taylor Kast +17135474406 to Lori Becker-W,362201422,1440874,2020-11-18,2020-11-19
2020-11-19 13:45:45.0,Text Message - Sent,6511220297395,,2020-11-19 13:45:45.0,,"OK - great...thanks!<br />From Joni Benton +14049903204 to Ishak Khan +19176076147<br />Nov 19, 2020",362201163,1108886,2020-11-18,2020-11-19
2020-11-19 13:37:04.0,Text Message - Sent,6511220297395,,2020-11-19 13:37:04.0,,Any days the week of the 30th you aren't available?<br />From Joni Benton +14049903204 to Ishak Khan,362198102,1108886,2020-11-18,2020-11-19
2020-11-19 13:37:03.0,Text Message - Sent,6511220297395,,2020-11-19 13:37:03.0,,"Just got this update:  Were aiming for some on 11/23, and the week of 11/30.<br />From Joni Benton +",362198094,1108886,2020-11-18,2020-11-19
2020-11-19 13:24:54.0,Text Message - Sent,7866719375310,,2020-11-19 13:24:54.0,,"Hello, Jayadev! Sorry if I missed your call. Anyway, I am trying to reach you but my call drops ever",362193823,1457784,2020-11-18,2020-11-19
2020-11-19 13:24:52.0,Text Message - Sent,467383956968,,2020-11-19 13:24:52.0,,"Hey Theresa, this is Taylor with Genuent. I wanted to see if you may be interested in hearing about ",362193820,1440874,2020-11-18,2020-11-19
2020-11-19 13:24:50.0,Text Message - Sent,12198362919052,,2020-11-19 13:24:50.0,,"Hello, Sesha! I received your voicemail. Been trying to call you now but it seems that my call drops",362193806,1457784,2020-11-18,2020-11-19
2020-11-19 13:16:15.0,Text Message - Sent,6511220297395,,2020-11-19 13:16:15.0,,"OK - got it!  Thanks!<br />From Joni Benton +14049903204 to Ishak Khan +19176076147<br />Nov 19, 202",362190730,1108886,2020-11-18,2020-11-19
2020-11-19 13:16:14.0,Text Message - Sent,12198362919052,,2020-11-19 13:16:14.0,,"Hi, Sesha! My name is Kristine with Genuent Staffing. We are currently looking for DevOps Engineer i",362190720,1457784,2020-11-18,2020-11-19
2020-11-19 13:16:12.0,Text Message - Sent,11858780828375,,2020-11-19 13:16:12.0,,"Hi, Richard! My name is Kristine with Genuent Staffing. We are currently looking for DevOps Engineer",362190712,1457784,2020-11-18,2020-11-19
2020-11-19 13:16:11.0,Text Message - Sent,7866719375310,,2020-11-19 13:16:11.0,,"Hi, Jayadev! My name is Kristine with Genuent Staffing. We are currently looking for DevOps Engineer",362190706,1457784,2020-11-18,2020-11-19
2020-11-19 13:16:10.0,Text Message - Sent,3398127331846,,2020-11-19 13:16:10.0,,Hey Jenny ! This is Danielle with Genuent. Please give me a call when you have a moment<br />From Da,362190700,1422281,2020-11-18,2020-11-19
2020-11-19 13:16:08.0,Text Message - Sent,678431880646,,2020-11-19 13:16:08.0,,Hi Paul its Margot from Genuent.  That interview Clay just confimred with you is actually for the ro,362190694,1169137,2020-11-18,2020-11-19
2020-11-19 13:16:05.0,Text Message - Sent,6698415385161,,2020-11-19 13:16:05.0,,"perfect <br />From Rachel Yarbrough  +15125377810 to Trent Frederick +19366157944<br />Nov 19, 2020,",362190678,1424008,2020-11-18,2020-11-19
2020-11-19 13:16:00.0,Text Message - Sent,6698415385161,,2020-11-19 13:16:00.0,,totally understand. How about the 4th?<br />From Rachel Yarbrough  +15125377810 to Trent Frederick +,362190655,1424008,2020-11-18,2020-11-19
2020-11-19 13:15:59.0,Text Message - Sent,6511220297395,,2020-11-19 13:15:59.0,,"Are you pretty open next week?  They are working to schedule something like 10 people (remember, the",362190648,1108886,2020-11-18,2020-11-19
2020-11-19 13:15:58.0,Text Message - Sent,6511220297395,,2020-11-19 13:15:58.0,,They have been doing video interviews via MS Teams and some are still doing phone first and then vid,362190644,1108886,2020-11-18,2020-11-19
2020-11-19 12:59:53.0,Text Message - Sent,5628817667391,,2020-11-19 12:59:53.0,,Hi William its Marsha from Genuent please give me a call.<br />From Marsha Garcia +17145964081 to Wi,362184728,1470277,2020-11-18,2020-11-19
2020-11-19 12:59:48.0,Text Message - Sent,3261315555582,,2020-11-19 12:59:48.0,,"Also, we just got a heads up, NY manager will also be on the call Janice Liu<br />From Danielle Ahn ",362184659,1422281,2020-11-18,2020-11-19
2020-11-19 12:59:45.0,Text Message - Sent,3261315555582,,2020-11-19 12:59:45.0,,Awesome ! Good luck today ! and give me a call after to let me know how it went :) <br />From Daniel,362184623,1422281,2020-11-18,2020-11-19
2020-11-19 12:59:43.0,Text Message - Sent,6511220297395,,2020-11-19 12:59:43.0,,"So with that, what is your availability for an interview the rest of week and next week?<br />From J",362184608,1108886,2020-11-18,2020-11-19
2020-11-19 12:59:41.0,Text Message - Sent,6511220297395,,2020-11-19 12:59:41.0,,Ishak - I think we may be moving forward with interviews again!  I was told that these new positions,362184599,1108886,2020-11-18,2020-11-19
2020-11-19 12:42:33.0,Text Message - Sent,11912412525100,,2020-11-19 12:42:33.0,,"!<br />From Taylor Kast +17135474406 to Gabriela Mezquita +13462758673<br />Nov 19, 2020, 11:39:23 A",362179137,1440874,2020-11-18,2020-11-19
2020-11-19 12:42:31.0,Text Message - Sent,11912412525100,,2020-11-19 12:42:31.0,,"of course~<br />From Taylor Kast +17135474406 to Gabriela Mezquita +13462758673<br />Nov 19, 2020, 1",362179133,1440874,2020-11-18,2020-11-19
2020-11-19 12:30:44.0,Text Message - Sent,10703943188778,,2020-11-19 12:30:44.0,,Hey Zach. Its Rachel Yarbrough with Genuent. Tieresse from Darktrace wants to interview you tomorrow,362175382,1424008,2020-11-18,2020-11-19
2020-11-19 12:30:43.0,Text Message - Sent,12209293158601,,2020-11-19 12:30:43.0,,I will reach out to him and cc you on the email <br />From Ashley Beatty +19725323653 to Carlos Vare,362175376,1440691,2020-11-18,2020-11-19
2020-11-19 12:30:42.0,Text Message - Sent,6698415385161,,2020-11-19 12:30:42.0,,gotcha no worries. Want to move it to Monday next week?<br />From Rachel Yarbrough  +15125377810 to ,362175371,1424008,2020-11-18,2020-11-19
2020-11-19 12:30:38.0,Text Message - Sent,8813298321915,,2020-11-19 12:30:38.0,,"Hey Pritesh, Nick with Genuent. Will you be able to send me your updated resume including your C# .N",362175349,1251538,2020-11-18,2020-11-19
2020-11-19 12:20:45.0,Text Message - Sent,2439312947137,,2020-11-19 12:20:45.0,,oh perfect! that should give us plenty of time to find a good project/perm role for you in Houston!<,362171644,1445402,2020-11-18,2020-11-19
2020-11-19 12:19:56.0,Text Message - Sent,100044485176,,2020-11-19 12:19:56.0,,so this is for NRG (We submitted you back in May/June) the manager changed the requirements so if yo,362171264,1445402,2020-11-18,2020-11-19
2020-11-19 12:19:52.0,Text Message - Sent,2439312947137,,2020-11-19 12:19:52.0,,that's good to hear! things are steady with us. Haven't seen too many new Scrum positions though. I',362171249,1445402,2020-11-18,2020-11-19
2020-11-19 12:10:13.0,Text Message - Sent,1304078398889,,2020-11-19 12:10:13.0,,"No worries at all<br />From Ashley Beatty +19725323653 to Scott Swist +12817014831<br />Nov 19, 2020",362167762,1440691,2020-11-18,2020-11-19
2020-11-19 12:10:10.0,Text Message - Sent,11863125139741,,2020-11-19 12:10:10.0,,Hi Sydney... I totally understand if you can give me a call after hours when you are out of work tha,362167732,1460761,2020-11-18,2020-11-19
2020-11-19 12:10:03.0,Text Message - Sent,1304078398889,,2020-11-19 12:10:03.0,,"Hey Scott! I just tried to call, but you might be busy - they requested 10 AM tomorrow for a phone i",362167693,1440691,2020-11-18,2020-11-19
2020-11-19 12:10:00.0,Text Message - Sent,11863125139741,,2020-11-19 12:10:00.0,,"Good morning Sydney... this is Francesca at Genuent. I hope you are doing well, I'm trying to connec",362167678,1460761,2020-11-18,2020-11-19
2020-11-19 12:00:54.0,Text Message - Sent,100044485176,,2020-11-19 12:00:54.0,,hey! hope you are doing well! I wanted to reach out to see if you knew any Scrum Masters looking for,362164893,1445402,2020-11-18,2020-11-19
2020-11-19 12:00:49.0,Text Message - Sent,5993788912782,,2020-11-19 12:00:49.0,,"Good morning Donna.... this is Francesca at Genuent. I believe you may have called my cell phone, I'",362164868,1460761,2020-11-18,2020-11-19
2020-11-19 12:00:47.0,Text Message - Sent,5920279198621,,2020-11-19 12:00:47.0,,11am works. I'll talk to you then<br />From Nate Ackerman +17135474442 to Nikos Papavramidis +161739,362164858,1419821,2020-11-18,2020-11-19
2020-11-19 11:44:06.0,Text Message - Sent,8960640769062,,2020-11-19 11:44:06.0,,"no, it can be anytime.  Like I said Monday is the official due date, so anytime Friday is good<br />",362156151,1169137,2020-11-18,2020-11-19
2020-11-19 11:36:46.0,Text Message - Sent,11087192678988,,2020-11-19 11:36:46.0,,"No it should be fine<br />From Scott Schryer +14049903202 to Tyler Zika +17149163610<br />Nov 19, 20",362153668,1460745,2020-11-18,2020-11-19
2020-11-19 11:34:57.0,Text Message - Sent,8960640769062,,2020-11-19 11:34:57.0,,"yep no worries you are good.  Yeah get in the habit of doing it Friday, if you forget, they notify m",362152937,1169137,2020-11-18,2020-11-19
2020-11-19 11:34:56.0,Text Message - Sent,12209293158601,,2020-11-19 11:34:56.0,,mostly just the summary section<br />From Ashley Beatty +19725323653 to Carlos Varela +19294452460<b,362152929,1440691,2020-11-18,2020-11-19
2020-11-19 11:34:54.0,Text Message - Sent,12209293158601,,2020-11-19 11:34:54.0,,Sometimes they will take a piece of your resume and search for it online and if it comes up on anoth,362152899,1440691,2020-11-18,2020-11-19
2020-11-19 11:34:52.0,Text Message - Sent,12209293158601,,2020-11-19 11:34:52.0,,"Hi Carlos, it's Ashley with Genuent. It looks like your employer is using the same info on other con",362152890,1440691,2020-11-18,2020-11-19
2020-11-19 11:34:31.0,Text Message - Sent,1627822659767,,2020-11-19 11:34:31.0,,"Hi Jonathan, Good morning. I got your email. I'm on it. <br />From Terence Sanchez +17144655479 to J",362152734,1409440,2020-11-18,2020-11-19
2020-11-19 11:21:48.0,Text Message - Sent,5920279198621,,2020-11-19 11:21:48.0,,"Hi Nikos, my name is Nate and I'm a recruiter with Genuent. You applied to a S&O role I had posted o",362147174,1419821,2020-11-18,2020-11-19
2020-11-19 11:21:47.0,Text Message - Sent,11981987831198,,2020-11-19 11:21:47.0,,"Hey Christopher, this is Taylor with Genuent. I wanted to follow up on my voicemail I just left. I a",362147168,1440874,2020-11-18,2020-11-19
2020-11-19 11:21:45.0,Text Message - Sent,5967322271830,,2020-11-19 11:21:45.0,,"Hey Danielle, this is Taylor with Genuent. I just tried giving you a call. I am looking for a Custom",362147161,1440874,2020-11-18,2020-11-19
2020-11-19 11:19:39.0,Text Message - Sent,11087192678988,,2020-11-19 11:19:39.0,,"Why?<br />From Scott Schryer +14049903202 to Tyler Zika +17149163610<br />Nov 19, 2020, 10:17:48 AM ",362146378,1460745,2020-11-18,2020-11-19
2020-11-19 11:19:37.0,Text Message - Sent,11087192678988,,2020-11-19 11:19:37.0,,"Yes<br />From Scott Schryer +14049903202 to Tyler Zika +17149163610<br />Nov 19, 2020, 10:17:45 AM (",362146367,1460745,2020-11-18,2020-11-19
2020-11-19 11:13:44.0,Text Message - Sent,5031908365490,,2020-11-19 11:13:44.0,,"Great, thank you. Let's touch base afterwards.<br />From Nate Ackerman +17135474442 to Karthik Patan",362143072,1419821,2020-11-18,2020-11-19
2020-11-19 11:13:39.0,Text Message - Sent,5031908365490,,2020-11-19 11:13:39.0,,"Good morning, Karthik, it's Nate with Genuent. I just wanted to check and make sure you are all set ",362143052,1419821,2020-11-18,2020-11-19
2020-11-19 11:13:37.0,Text Message - Sent,11967692177061,,2020-11-19 11:13:37.0,,Hey this is Danielle. Just wanted to say good luck today and let me know if you have any trouble wit,362142975,1445402,2020-11-18,2020-11-19
2020-11-19 11:13:35.0,Text Message - Sent,4663660079424,,2020-11-19 11:13:35.0,,"Hi Ramakrishna - this is Joni Benton, a Recruiter with Genuent.  Saw you on LinkedIn for a Cognos An",362142969,1108886,2020-11-18,2020-11-19
2020-11-19 11:13:33.0,Text Message - Sent,11944825089377,,2020-11-19 11:13:33.0,,"Perfect!<br />From Scott Schryer +14049903202 to Benjamin Barry +14049872322<br />Nov 19, 2020, 10:1",362142958,1460745,2020-11-18,2020-11-19
2020-11-19 11:13:28.0,Text Message - Sent,11944825089377,,2020-11-19 11:13:28.0,,Ben its Scott from Genuent. Do you have 5 min to talk about your interview and give you feedback?<br,362142929,1460745,2020-11-18,2020-11-19
2020-11-19 11:13:24.0,Text Message - Sent,2439312947137,,2020-11-19 11:13:24.0,,hey! how are you? I just wanted to check in and see how things are. I saw you started a project! Are,362142912,1445402,2020-11-18,2020-11-19
2020-11-19 11:13:19.0,Text Message - Sent,12167015256560,,2020-11-19 11:13:19.0,,"Hey Michael, are you finished with your interview at Tabit?<br />From Misti Tappe +19723129631 to Mi",362142894,1457446,2020-11-18,2020-11-19
2020-11-19 11:13:17.0,Text Message - Sent,853314054361,,2020-11-19 11:13:17.0,,good luck with your interview today. don't forget to log in 5-10 minutes early and let me know if yo,362142882,1445402,2020-11-18,2020-11-19
2020-11-19 11:13:15.0,Text Message - Sent,12204442486221,,2020-11-19 11:13:15.0,,good luck with your interview. Please make sure to log in 5-10 minutes early and let me know if you ,362142869,1445402,2020-11-18,2020-11-19
2020-11-19 11:13:09.0,Text Message - Sent,8960640769062,,2020-11-19 11:13:09.0,,"As long as you submit it in Fieldglass, you will be paid on time.  Regardless of when it is approved",362142833,1169137,2020-11-18,2020-11-19
2020-11-19 11:13:08.0,Text Message - Sent,8960640769062,,2020-11-19 11:13:08.0,,"Best to submit on Friday, but the deadline is Monday end of day<br />From Margot Parsons +1714465547",362142823,1169137,2020-11-18,2020-11-19
2020-11-19 11:13:06.0,Text Message - Sent,1467684,,2020-11-19 11:13:06.0,,"Oh wow okay. I will find out. All Microservices is, is a software that organizes containers like Kub",362142813,1457446,2020-11-18,2020-11-19
2020-11-19 11:13:00.0,Text Message - Sent,11912412525100,,2020-11-19 11:13:00.0,,"Thanks!<br />From Taylor Kast +17135474406 to Gabriela Mezquita +13462758673<br />Nov 19, 2020, 9:48",362142783,1440874,2020-11-18,2020-11-19
2020-11-19 10:57:00.0,Text Message - Sent,4663660079424,,2020-11-19 10:58:40.0,14107148,"text/email Fiserv Cognos Analytics Admin role 
on LinkedIn",362137608,1108886,2020-11-18,2020-11-19
2020-11-19 10:44:01.0,Text Message - Sent,11912412525100,,2020-11-19 10:44:01.0,,Did you say you had a friend that may be interested? <br />From Taylor Kast +17135474406 to Gabriela,362132467,1440874,2020-11-18,2020-11-19
2020-11-19 10:43:59.0,Text Message - Sent,12165449727138,,2020-11-19 10:43:59.0,,"Perfect, just remember to join the video via the link in the calendar invite. Best of luck, and give",362132459,1251538,2020-11-18,2020-11-19
2020-11-19 10:43:57.0,Text Message - Sent,381914226328,,2020-11-19 10:43:57.0,,"Thanks for the reply!<br />From Joni Benton +14049903204 to Debbie Rhine +18587524742<br />Nov 19, 2",362132448,1108886,2020-11-18,2020-11-19
2020-11-19 10:43:54.0,Text Message - Sent,9388245269805,,2020-11-19 10:43:54.0,,Got it - thanks!  Just replied<br />From Joni Benton +14049903204 to Arlene Beckles +17703109942<br ,362132424,1108886,2020-11-18,2020-11-19
2020-11-19 10:43:47.0,Text Message - Sent,11912412525100,,2020-11-19 10:43:47.0,,is that a deal breaker? <br />From Taylor Kast +17135474406 to Gabriela Mezquita +13462758673<br />N,362132384,1440874,2020-11-18,2020-11-19
2020-11-19 10:43:47.0,Text Message - Sent,3297343538447,,2020-11-19 10:43:47.0,,"Unfortunately, the client will only accept consultants working on a W2.  <br />From Joni Benton +140",362132373,1108886,2020-11-18,2020-11-19
2020-11-19 10:43:43.0,Text Message - Sent,9388245269805,,2020-11-19 10:43:43.0,,Good morning to you!  All good here...hope the same for you!  Email is jbenton@genuent.com<br />From,362132356,1108886,2020-11-18,2020-11-19
2020-11-19 10:30:55.0,Text Message - Sent,3297343538447,,2020-11-19 10:30:55.0,,"Hi Pavan - this is Joni Benton, a Recruiter with Genuent.  Saw you on LinkedIn.  We have a remote Co",362126710,1108886,2020-11-18,2020-11-19
2020-11-19 10:26:09.0,Text Message - Sent,1304078398889,,2020-11-19 10:26:09.0,,"alrighty - stay tuned!<br />From Ashley Beatty +19725323653 to Scott Swist +12817014831<br />Nov 19,",362125239,1440691,2020-11-18,2020-11-19
2020-11-19 10:22:02.0,Text Message - Sent,5785796356504,,2020-11-19 10:22:02.0,,"Hi this is Michael with Genuent Staffing, I came across your profile and you seem to be a great fit ",362123602,1450333,2020-11-18,2020-11-19
